sample_id,subject_id,source,activity,original_label,canonical_label,sampling_rate_hz,window_seconds,peak_g_force,peak_accel_ms2,peak_jerk_gs,accel_variance,gyro_variance,sma,stabilization_seconds,impact_flag,split_method,split
sisfall_F14_SA01_R03,sisfall_SA01,SisFall,F14,F14,fall,50.0,2.5,7.022,68.8623,192.2031,0.479908,0.316666,12.2834,1.1,1.0,subject_level_split,train
sisfall_F14_SA01_R04,sisfall_SA01,SisFall,F14,F14,fall,50.0,2.5,4.066,39.8734,150.1481,0.260617,0.389002,12.3147,1.14,1.0,subject_level_split,train
sisfall_F14_SA01_R05,sisfall_SA01,SisFall,F14,F14,fall,50.0,2.5,5.0102,49.1328,129.7843,0.352423,0.838102,12.7238,1.1,1.0,subject_level_split,train
sisfall_F15_SA01_R01,sisfall_SA01,SisFall,F15,F15,fall,50.0,2.5,2.5607,25.1122,37.1592,0.065317,1.154496,17.4004,1.04,0.0,subject_level_split,train
sisfall_F15_SA01_R02,sisfall_SA01,SisFall,F15,F15,fall,50.0,2.5,4.0231,39.4528,85.0995,0.167505,1.250764,16.2092,1.1,1.0,subject_level_split,train
sisfall_F15_SA01_R03,sisfall_SA01,SisFall,F15,F15,fall,50.0,2.5,3.5874,35.1802,89.0339,0.159659,1.062549,17.1509,1.06,1.0,subject_level_split,train
sisfall_F15_SA01_R04,sisfall_SA01,SisFall,F15,F15,fall,50.0,2.5,3.5935,35.2403,61.7358,0.15428,1.318947,14.6671,1.18,1.0,subject_level_split,train
sisfall_F15_SA01_R05,sisfall_SA01,SisFall,F15,F15,fall,50.0,2.5,11.47,112.4822,484.8956,2.239788,6.011911,16.1571,1.16,1.0,subject_level_split,train
sisfall_D01_SA02_R01,sisfall_SA02,SisFall,D01,D01,normal_activity,50.0,2.5,1.4539,14.2578,13.898,0.029677,0.059078,11.8094,2.1,0.0,subject_level_split,val
sisfall_D02_SA02_R01,sisfall_SA02,SisFall,D02,D02,normal_activity,50.0,2.5,1.9462,19.0857,34.0742,0.143438,0.115697,12.9206,0.92,0.0,subject_level_split,val
sisfall_D03_SA02_R01,sisfall_SA02,SisFall,D03,D03,normal_activity,50.0,2.5,3.0813,30.2168,82.1574,0.667593,0.724778,15.5386,0.76,1.0,subject_level_split,val
sisfall_D04_SA02_R01,sisfall_SA02,SisFall,D04,D04,normal_activity,50.0,2.5,4.2945,42.1151,130.1134,0.920395,1.181462,19.2691,1.26,1.0,subject_level_split,val
sisfall_D05_SA02_R01,sisfall_SA02,SisFall,D05,D05,normal_activity,50.0,2.5,1.1702,11.4753,9.4139,0.00272,0.458987,10.9648,1.1,0.0,subject_level_split,val
sisfall_D05_SA02_R02,sisfall_SA02,SisFall,D05,D05,normal_activity,50.0,2.5,1.0393,10.1922,4.2983,0.000438,0.020341,10.1827,2.34,0.0,subject_level_split,val
sisfall_D05_SA02_R03,sisfall_SA02,SisFall,D05,D05,normal_activity,50.0,2.5,1.1529,11.3058,8.2516,0.003695,0.386066,10.7469,1.32,0.0,subject_level_split,val
sisfall_D05_SA02_R04,sisfall_SA02,SisFall,D05,D05,normal_activity,50.0,2.5,1.1338,11.1187,5.6222,0.002514,0.487919,10.9856,2.48,0.0,subject_level_split,val
sisfall_D05_SA02_R05,sisfall_SA02,SisFall,D05,D05,normal_activity,50.0,2.5,1.1479,11.257,5.9823,0.002215,0.656594,10.8826,2.48,0.0,subject_level_split,val
sisfall_D06_SA02_R01,sisfall_SA02,SisFall,D06,D06,normal_activity,50.0,2.5,3.0537,29.9468,68.7654,0.502619,0.271804,14.1063,0.26,1.0,subject_level_split,val
sisfall_D06_SA02_R02,sisfall_SA02,SisFall,D06,D06,normal_activity,50.0,2.5,3.7885,37.1521,128.2891,0.56766,0.396081,15.3039,0.36,1.0,subject_level_split,val
sisfall_D06_SA02_R03,sisfall_SA02,SisFall,D06,D06,normal_activity,50.0,2.5,1.0891,10.68,10.6176,0.000262,0.000293,10.9084,1.76,0.0,subject_level_split,val
sisfall_D06_SA02_R04,sisfall_SA02,SisFall,D06,D06,normal_activity,50.0,2.5,2.9606,29.0336,87.5774,0.394611,0.177888,13.8041,1.24,0.0,subject_level_split,val
sisfall_D06_SA02_R05,sisfall_SA02,SisFall,D06,D06,normal_activity,50.0,2.5,3.3072,32.433,77.2185,0.337308,0.465024,13.2086,1.7,1.0,subject_level_split,val
sisfall_D07_SA02_R01,sisfall_SA02,SisFall,D07,D07,normal_activity,50.0,2.5,1.1116,10.9009,3.3317,0.001414,0.076785,14.1148,0.26,0.0,subject_level_split,val
sisfall_D07_SA02_R02,sisfall_SA02,SisFall,D07,D07,normal_activity,50.0,2.5,1.0219,10.0216,2.7544,0.0001,0.001395,14.1409,2.12,0.0,subject_level_split,val
sisfall_D07_SA02_R03,sisfall_SA02,SisFall,D07,D07,normal_activity,50.0,2.5,0.9967,9.774,1.9053,7.7e-05,0.000497,14.2144,0.82,0.0,subject_level_split,val
sisfall_D07_SA02_R04,sisfall_SA02,SisFall,D07,D07,normal_activity,50.0,2.5,1.1885,11.6557,5.0203,0.003928,0.104494,13.2564,0.86,0.0,subject_level_split,val
sisfall_D07_SA02_R05,sisfall_SA02,SisFall,D07,D07,normal_activity,50.0,2.5,0.9929,9.737,1.7342,6.6e-05,0.000176,14.3165,2.16,0.0,subject_level_split,val
sisfall_D08_SA02_R01,sisfall_SA02,SisFall,D08,D08,normal_activity,50.0,2.5,1.6693,16.3705,17.4294,0.038008,0.255151,10.9485,2.16,0.0,subject_level_split,val
sisfall_D08_SA02_R02,sisfall_SA02,SisFall,D08,D08,normal_activity,50.0,2.5,1.6223,15.9095,12.6961,0.034803,0.188662,13.7425,0.4,0.0,subject_level_split,val
sisfall_D08_SA02_R03,sisfall_SA02,SisFall,D08,D08,normal_activity,50.0,2.5,1.027,10.0714,2.5286,9.2e-05,0.000367,14.0394,1.24,0.0,subject_level_split,val
sisfall_D08_SA02_R04,sisfall_SA02,SisFall,D08,D08,normal_activity,50.0,2.5,1.0109,9.9139,2.0521,0.000103,0.002355,14.1341,0.08,0.0,subject_level_split,val
sisfall_D08_SA02_R05,sisfall_SA02,SisFall,D08,D08,normal_activity,50.0,2.5,1.6943,16.6158,12.6919,0.036593,0.141336,13.5028,0.52,0.0,subject_level_split,val
sisfall_D09_SA02_R01,sisfall_SA02,SisFall,D09,D09,normal_activity,50.0,2.5,1.051,10.3066,4.937,0.000102,0.000208,14.1464,0.88,0.0,subject_level_split,val
sisfall_D09_SA02_R02,sisfall_SA02,SisFall,D09,D09,normal_activity,50.0,2.5,1.0138,9.9417,3.0345,0.000114,0.002741,13.9782,2.16,0.0,subject_level_split,val
sisfall_D09_SA02_R03,sisfall_SA02,SisFall,D09,D09,normal_activity,50.0,2.5,1.0209,10.0118,2.5409,0.000119,0.00033,13.9368,1.88,0.0,subject_level_split,val
sisfall_D09_SA02_R04,sisfall_SA02,SisFall,D09,D09,normal_activity,50.0,2.5,0.991,9.7186,3.0645,0.000107,0.000429,13.9009,0.32,0.0,subject_level_split,val
sisfall_D09_SA02_R05,sisfall_SA02,SisFall,D09,D09,normal_activity,50.0,2.5,1.0005,9.8117,2.555,7.7e-05,0.000157,13.8087,0.72,0.0,subject_level_split,val
sisfall_D10_SA02_R01,sisfall_SA02,SisFall,D10,D10,normal_activity,50.0,2.5,1.4813,14.5267,6.3592,0.036637,0.241659,13.6288,0.52,0.0,subject_level_split,val
sisfall_D10_SA02_R02,sisfall_SA02,SisFall,D10,D10,normal_activity,50.0,2.5,0.9996,9.8029,1.6526,7e-05,0.000304,14.0253,1.18,0.0,subject_level_split,val
sisfall_D10_SA02_R03,sisfall_SA02,SisFall,D10,D10,normal_activity,50.0,2.5,1.4647,14.3637,17.8051,0.002888,0.016054,14.1642,2.46,0.0,subject_level_split,val
sisfall_D10_SA02_R04,sisfall_SA02,SisFall,D10,D10,normal_activity,50.0,2.5,0.9979,9.7865,1.7254,0.000106,0.001964,14.0293,1.58,0.0,subject_level_split,val
sisfall_D10_SA02_R05,sisfall_SA02,SisFall,D10,D10,normal_activity,50.0,2.5,1.6435,16.1171,13.4565,0.049852,0.335287,13.3833,0.8,0.0,subject_level_split,val
sisfall_D11_SA02_R01,sisfall_SA02,SisFall,D11,D11,normal_activity,50.0,2.5,0.9927,9.7346,1.6183,7.3e-05,0.000108,13.0986,0.7,0.0,subject_level_split,val
sisfall_D11_SA02_R02,sisfall_SA02,SisFall,D11,D11,normal_activity,50.0,2.5,1.7018,16.6888,15.7074,0.006388,0.055853,13.6193,2.46,0.0,subject_level_split,val
sisfall_D11_SA02_R03,sisfall_SA02,SisFall,D11,D11,normal_activity,50.0,2.5,4.0798,40.0091,129.0578,0.196875,0.573235,13.3766,1.7,1.0,subject_level_split,val
sisfall_D11_SA02_R04,sisfall_SA02,SisFall,D11,D11,normal_activity,50.0,2.5,3.416,33.4991,97.2234,0.135086,0.386172,13.7192,2.1,1.0,subject_level_split,val
sisfall_D11_SA02_R05,sisfall_SA02,SisFall,D11,D11,normal_activity,50.0,2.5,4.6333,45.437,127.853,0.186809,0.597401,13.3257,0.06,1.0,subject_level_split,val
sisfall_D12_SA02_R01,sisfall_SA02,SisFall,D12,D12,normal_activity,50.0,2.5,1.0874,10.6635,5.5542,0.000335,0.030827,11.3733,2.1,0.0,subject_level_split,val
sisfall_D12_SA02_R02,sisfall_SA02,SisFall,D12,D12,normal_activity,50.0,2.5,1.1471,11.249,6.1132,0.001224,0.120816,11.4352,2.2,0.0,subject_level_split,val
sisfall_D12_SA02_R03,sisfall_SA02,SisFall,D12,D12,normal_activity,50.0,2.5,1.1193,10.9761,4.7115,0.00155,0.385645,12.4707,1.24,0.0,subject_level_split,val
sisfall_D12_SA02_R04,sisfall_SA02,SisFall,D12,D12,normal_activity,50.0,2.5,1.1413,11.1919,6.0037,0.000915,0.2145,11.026,0.7,0.0,subject_level_split,val
sisfall_D12_SA02_R05,sisfall_SA02,SisFall,D12,D12,normal_activity,50.0,2.5,1.071,10.503,2.7441,0.000181,0.020091,11.3392,0.46,0.0,subject_level_split,val
sisfall_D13_SA02_R01,sisfall_SA02,SisFall,D13,D13,normal_activity,50.0,2.5,1.15,11.2775,5.048,0.000611,0.035992,12.2261,2.32,0.0,subject_level_split,val
sisfall_D13_SA02_R02,sisfall_SA02,SisFall,D13,D13,normal_activity,50.0,2.5,1.1878,11.6487,9.8817,0.004509,0.599252,12.8844,0.86,0.0,subject_level_split,val
sisfall_D13_SA02_R03,sisfall_SA02,SisFall,D13,D13,normal_activity,50.0,2.5,1.2234,11.9978,7.5325,0.003336,0.559586,13.7486,1.9,0.0,subject_level_split,val
sisfall_D13_SA02_R04,sisfall_SA02,SisFall,D13,D13,normal_activity,50.0,2.5,1.0976,10.7633,5.0675,0.000652,0.362659,12.2246,0.18,0.0,subject_level_split,val
sisfall_D13_SA02_R05,sisfall_SA02,SisFall,D13,D13,normal_activity,50.0,2.5,1.2217,11.9811,10.4054,0.002486,0.527307,13.4679,0.38,0.0,subject_level_split,val
sisfall_D14_SA02_R01,sisfall_SA02,SisFall,D14,D14,normal_activity,50.0,2.5,2.0272,19.8801,34.2312,0.012423,0.248594,12.6365,2.36,0.0,subject_level_split,val
sisfall_D14_SA02_R02,sisfall_SA02,SisFall,D14,D14,normal_activity,50.0,2.5,1.1268,11.0506,4.5442,0.000447,0.016884,11.4658,2.18,0.0,subject_level_split,val
sisfall_D14_SA02_R03,sisfall_SA02,SisFall,D14,D14,normal_activity,50.0,2.5,1.0926,10.7152,7.9387,0.000576,0.024372,11.699,2.18,0.0,subject_level_split,val
sisfall_D14_SA02_R04,sisfall_SA02,SisFall,D14,D14,normal_activity,50.0,2.5,1.1155,10.9393,8.4279,0.00084,0.023626,12.5369,2.48,0.0,subject_level_split,val
sisfall_D14_SA02_R05,sisfall_SA02,SisFall,D14,D14,normal_activity,50.0,2.5,1.0516,10.313,2.3506,0.000138,0.004756,10.1431,0.02,0.0,subject_level_split,val
sisfall_D15_SA02_R01,sisfall_SA02,SisFall,D15,D15,normal_activity,50.0,2.5,1.2491,12.2491,3.2464,0.006684,0.115058,13.7946,0.76,0.0,subject_level_split,val
sisfall_D15_SA02_R02,sisfall_SA02,SisFall,D15,D15,normal_activity,50.0,2.5,1.116,10.9445,2.6167,0.000371,0.001621,13.3824,0.02,0.0,subject_level_split,val
sisfall_D15_SA02_R03,sisfall_SA02,SisFall,D15,D15,normal_activity,50.0,2.5,1.1604,11.3801,3.0319,0.00335,0.038081,13.1835,1.88,0.0,subject_level_split,val
sisfall_D15_SA02_R04,sisfall_SA02,SisFall,D15,D15,normal_activity,50.0,2.5,1.2504,12.2618,7.0247,0.008399,0.024592,12.0383,0.98,0.0,subject_level_split,val
sisfall_D15_SA02_R05,sisfall_SA02,SisFall,D15,D15,normal_activity,50.0,2.5,1.1716,11.4899,4.282,0.006356,0.117281,13.1277,1.8,0.0,subject_level_split,val
sisfall_D16_SA02_R01,sisfall_SA02,SisFall,D16,D16,normal_activity,50.0,2.5,1.0656,10.4495,2.2103,0.000148,0.003158,14.0511,1.0,0.0,subject_level_split,val
sisfall_D16_SA02_R02,sisfall_SA02,SisFall,D16,D16,normal_activity,50.0,2.5,1.1292,11.074,2.6201,0.000209,0.120902,14.1164,0.32,0.0,subject_level_split,val
sisfall_D16_SA02_R03,sisfall_SA02,SisFall,D16,D16,normal_activity,50.0,2.5,1.0794,10.5852,2.713,0.000229,0.030547,13.9552,0.28,0.0,subject_level_split,val
sisfall_D16_SA02_R04,sisfall_SA02,SisFall,D16,D16,normal_activity,50.0,2.5,1.0564,10.3599,1.5688,7.6e-05,0.000211,14.1516,2.38,0.0,subject_level_split,val
sisfall_D16_SA02_R05,sisfall_SA02,SisFall,D16,D16,normal_activity,50.0,2.5,1.1061,10.847,2.6437,0.000326,0.216573,14.2255,0.42,0.0,subject_level_split,val
sisfall_D17_SA02_R01,sisfall_SA02,SisFall,D17,D17,normal_activity,50.0,2.5,0.9383,9.2012,2.1475,0.0002,0.021487,12.9092,0.36,0.0,subject_level_split,val
sisfall_D17_SA02_R02,sisfall_SA02,SisFall,D17,D17,normal_activity,50.0,2.5,0.9621,9.4352,3.4956,0.000132,0.000574,12.725,2.4,0.0,subject_level_split,val
sisfall_D17_SA02_R03,sisfall_SA02,SisFall,D17,D17,normal_activity,50.0,2.5,1.1132,10.9166,12.1519,0.007279,0.159603,13.3741,2.16,0.0,subject_level_split,val
sisfall_D17_SA02_R04,sisfall_SA02,SisFall,D17,D17,normal_activity,50.0,2.5,0.9318,9.1379,2.7235,0.000141,9.8e-05,12.566,1.72,0.0,subject_level_split,val
sisfall_D17_SA02_R05,sisfall_SA02,SisFall,D17,D17,normal_activity,50.0,2.5,0.9108,8.9323,2.2516,8.7e-05,1e-05,12.7486,1.72,0.0,subject_level_split,val
sisfall_D18_SA02_R01,sisfall_SA02,SisFall,D18,D18,impact,50.0,2.5,3.9933,39.1613,172.7123,0.331859,0.405672,14.5702,0.9,1.0,subject_level_split,val
sisfall_D18_SA02_R02,sisfall_SA02,SisFall,D18,D18,impact,50.0,2.5,3.2254,31.63,75.9333,0.240278,0.289571,14.2625,0.86,1.0,subject_level_split,val
sisfall_D18_SA02_R03,sisfall_SA02,SisFall,D18,D18,impact,50.0,2.5,3.6566,35.8589,117.8225,0.329815,0.321395,14.4139,0.72,1.0,subject_level_split,val
sisfall_D18_SA02_R04,sisfall_SA02,SisFall,D18,D18,impact,50.0,2.5,3.874,37.9913,165.9124,0.496727,0.601063,14.9781,0.76,1.0,subject_level_split,val
sisfall_D18_SA02_R05,sisfall_SA02,SisFall,D18,D18,impact,50.0,2.5,4.6883,45.9767,187.8654,0.572396,0.59493,15.5671,0.72,1.0,subject_level_split,val
sisfall_D19_SA02_R01,sisfall_SA02,SisFall,D19,D19,impact,50.0,2.5,3.0646,30.0537,55.8424,0.361608,0.343484,12.2543,1.16,1.0,subject_level_split,val
sisfall_D19_SA02_R02,sisfall_SA02,SisFall,D19,D19,impact,50.0,2.5,3.6918,36.2044,73.7015,0.479562,0.509909,11.8624,1.14,1.0,subject_level_split,val
sisfall_D19_SA02_R03,sisfall_SA02,SisFall,D19,D19,impact,50.0,2.5,3.4489,33.8217,71.5022,0.418385,0.635937,12.037,1.12,1.0,subject_level_split,val
sisfall_D19_SA02_R04,sisfall_SA02,SisFall,D19,D19,impact,50.0,2.5,3.6851,36.1382,94.4197,0.328071,0.422312,11.9273,1.2,1.0,subject_level_split,val
sisfall_D19_SA02_R05,sisfall_SA02,SisFall,D19,D19,impact,50.0,2.5,3.0852,30.2558,50.6001,0.374619,0.372251,12.0527,1.1,1.0,subject_level_split,val
sisfall_F01_SA02_R01,sisfall_SA02,SisFall,F01,F01,fall,50.0,2.5,7.435,72.9127,210.8725,0.771056,10.166585,14.843,1.08,1.0,subject_level_split,val
sisfall_F01_SA02_R02,sisfall_SA02,SisFall,F01,F01,fall,50.0,2.5,8.2179,80.59,346.1706,0.650153,3.47536,15.9907,1.02,1.0,subject_level_split,val
sisfall_F01_SA02_R03,sisfall_SA02,SisFall,F01,F01,fall,50.0,2.5,3.3608,32.9583,74.4705,0.239216,7.488759,15.2386,1.12,1.0,subject_level_split,val
sisfall_F01_SA02_R04,sisfall_SA02,SisFall,F01,F01,fall,50.0,2.5,5.424,53.1911,163.8703,0.424976,1.866485,14.8096,1.04,1.0,subject_level_split,val
sisfall_F01_SA02_R05,sisfall_SA02,SisFall,F01,F01,fall,50.0,2.5,6.4914,63.6585,255.1932,0.414056,3.95927,16.4084,1.04,1.0,subject_level_split,val
sisfall_F02_SA02_R01,sisfall_SA02,SisFall,F02,F02,fall,50.0,2.5,8.0556,78.998,208.5992,0.809776,1.062568,13.9092,1.12,1.0,subject_level_split,val
sisfall_F02_SA02_R02,sisfall_SA02,SisFall,F02,F02,fall,50.0,2.5,9.991,97.9782,264.5448,1.215983,1.013348,14.47,1.16,1.0,subject_level_split,val
sisfall_F02_SA02_R03,sisfall_SA02,SisFall,F02,F02,fall,50.0,2.5,8.593,84.2687,267.2559,1.153392,1.196533,14.1838,1.06,1.0,subject_level_split,val
sisfall_F02_SA02_R04,sisfall_SA02,SisFall,F02,F02,fall,50.0,2.5,9.7453,95.5691,218.9081,1.143651,1.147669,13.3419,1.12,1.0,subject_level_split,val
sisfall_F02_SA02_R05,sisfall_SA02,SisFall,F02,F02,fall,50.0,2.5,7.223,70.8338,206.0084,0.810865,1.025428,14.4804,1.12,1.0,subject_level_split,val
sisfall_F03_SA02_R01,sisfall_SA02,SisFall,F03,F03,fall,50.0,2.5,3.6805,36.0937,65.1565,0.192197,1.906706,14.0597,1.12,1.0,subject_level_split,val
sisfall_F03_SA02_R02,sisfall_SA02,SisFall,F03,F03,fall,50.0,2.5,3.4329,33.6652,100.6423,0.240991,1.311095,14.6616,1.1,1.0,subject_level_split,val
sisfall_F03_SA02_R03,sisfall_SA02,SisFall,F03,F03,fall,50.0,2.5,3.383,33.1754,105.4407,0.261926,2.448933,14.1574,1.08,1.0,subject_level_split,val
sisfall_F03_SA02_R04,sisfall_SA02,SisFall,F03,F03,fall,50.0,2.5,3.6774,36.0626,90.201,0.303296,2.919051,15.8341,1.1,1.0,subject_level_split,val
sisfall_F03_SA02_R05,sisfall_SA02,SisFall,F03,F03,fall,50.0,2.5,5.1432,50.4375,116.7041,0.403992,1.896949,14.6668,1.08,1.0,subject_level_split,val
sisfall_F04_SA02_R01,sisfall_SA02,SisFall,F04,F04,fall,50.0,2.5,5.7994,56.8726,198.7229,0.663174,3.841627,17.2006,0.98,1.0,subject_level_split,val
sisfall_F04_SA02_R02,sisfall_SA02,SisFall,F04,F04,fall,50.0,2.5,13.8161,135.4894,629.3845,1.69775,4.039371,16.9428,1.0,1.0,subject_level_split,val
sisfall_F04_SA02_R03,sisfall_SA02,SisFall,F04,F04,fall,50.0,2.5,7.5525,74.0642,282.2508,0.916948,2.642466,16.0127,0.9,1.0,subject_level_split,val
sisfall_F04_SA02_R04,sisfall_SA02,SisFall,F04,F04,fall,50.0,2.5,6.2184,60.9818,211.5619,0.597229,4.778727,16.8187,1.04,1.0,subject_level_split,val
sisfall_F04_SA02_R05,sisfall_SA02,SisFall,F04,F04,fall,50.0,2.5,4.8027,47.0987,137.0171,0.371255,2.948081,15.7722,1.06,1.0,subject_level_split,val
sisfall_F05_SA02_R01,sisfall_SA02,SisFall,F05,F05,fall,50.0,2.5,4.8088,47.1579,139.0862,0.938392,1.723894,16.0541,0.7,1.0,subject_level_split,val
sisfall_F05_SA02_R02,sisfall_SA02,SisFall,F05,F05,fall,50.0,2.5,7.1434,70.0532,193.9942,1.41022,3.239054,17.929,0.7,1.0,subject_level_split,val
sisfall_F05_SA02_R03,sisfall_SA02,SisFall,F05,F05,fall,50.0,2.5,7.829,76.776,302.06,1.567363,6.02423,20.5216,1.06,1.0,subject_level_split,val
sisfall_F05_SA02_R04,sisfall_SA02,SisFall,F05,F05,fall,50.0,2.5,6.2643,61.4316,217.4752,0.964889,23.712172,20.297,0.94,1.0,subject_level_split,val
sisfall_F05_SA02_R05,sisfall_SA02,SisFall,F05,F05,fall,50.0,2.5,6.1178,59.995,170.1979,0.703493,4.981191,18.2588,1.04,1.0,subject_level_split,val
sisfall_F06_SA02_R01,sisfall_SA02,SisFall,F06,F06,fall,50.0,2.5,4.0596,39.8107,72.8946,0.256841,2.144205,14.315,0.94,1.0,subject_level_split,val
sisfall_F06_SA02_R02,sisfall_SA02,SisFall,F06,F06,fall,50.0,2.5,5.2517,51.5014,126.2858,0.421411,2.005966,15.155,1.06,1.0,subject_level_split,val
sisfall_F06_SA02_R03,sisfall_SA02,SisFall,F06,F06,fall,50.0,2.5,4.2312,41.4936,79.6166,0.285708,2.148614,15.0716,0.98,1.0,subject_level_split,val
sisfall_F06_SA02_R04,sisfall_SA02,SisFall,F06,F06,fall,50.0,2.5,4.8567,47.6283,146.908,0.447577,1.262468,15.3306,1.0,1.0,subject_level_split,val
sisfall_F06_SA02_R05,sisfall_SA02,SisFall,F06,F06,fall,50.0,2.5,3.122,30.6168,78.1517,0.211527,2.227177,14.9181,1.02,1.0,subject_level_split,val
sisfall_F07_SA02_R01,sisfall_SA02,SisFall,F07,F07,fall,50.0,2.5,3.6384,35.6803,103.526,0.283363,2.305898,15.1157,1.18,1.0,subject_level_split,val
sisfall_F07_SA02_R02,sisfall_SA02,SisFall,F07,F07,fall,50.0,2.5,6.862,67.2936,210.6462,0.434968,2.333812,15.4856,1.08,1.0,subject_level_split,val
sisfall_F07_SA02_R03,sisfall_SA02,SisFall,F07,F07,fall,50.0,2.5,4.7721,46.7983,122.2945,0.232094,2.0008,14.4317,1.14,1.0,subject_level_split,val
sisfall_F07_SA02_R04,sisfall_SA02,SisFall,F07,F07,fall,50.0,2.5,4.9968,49.0022,103.1187,0.261338,1.785059,14.0287,1.1,1.0,subject_level_split,val
sisfall_F07_SA02_R05,sisfall_SA02,SisFall,F07,F07,fall,50.0,2.5,5.5592,54.5176,152.8469,0.434849,2.562143,15.4525,1.06,1.0,subject_level_split,val
sisfall_F08_SA02_R01,sisfall_SA02,SisFall,F08,F08,fall,50.0,2.5,4.1073,40.279,77.8101,0.165422,1.339991,13.3864,1.04,1.0,subject_level_split,val
sisfall_F08_SA02_R02,sisfall_SA02,SisFall,F08,F08,fall,50.0,2.5,3.3744,33.0912,61.7818,0.1915,1.189423,14.7559,1.12,1.0,subject_level_split,val
sisfall_F08_SA02_R03,sisfall_SA02,SisFall,F08,F08,fall,50.0,2.5,3.0183,29.5995,75.0772,0.166893,1.314018,14.3444,1.12,1.0,subject_level_split,val
sisfall_F08_SA02_R04,sisfall_SA02,SisFall,F08,F08,fall,50.0,2.5,3.5851,35.1574,85.0415,0.22484,1.35961,13.2727,0.94,1.0,subject_level_split,val
sisfall_F08_SA02_R05,sisfall_SA02,SisFall,F08,F08,fall,50.0,2.5,3.1068,30.4674,50.8253,0.153148,1.043926,14.1145,1.18,1.0,subject_level_split,val
sisfall_F09_SA02_R01,sisfall_SA02,SisFall,F09,F09,fall,50.0,2.5,3.0662,30.0696,59.6606,0.126145,1.035112,13.2865,1.02,1.0,subject_level_split,val
sisfall_F09_SA02_R02,sisfall_SA02,SisFall,F09,F09,fall,50.0,2.5,6.681,65.5181,212.4236,0.439925,3.057777,14.6753,1.12,1.0,subject_level_split,val
sisfall_F09_SA02_R03,sisfall_SA02,SisFall,F09,F09,fall,50.0,2.5,6.6499,65.2136,188.4389,0.534318,2.412523,14.7431,1.0,1.0,subject_level_split,val
sisfall_F09_SA02_R04,sisfall_SA02,SisFall,F09,F09,fall,50.0,2.5,6.2384,61.178,228.8711,0.35523,1.363658,14.436,1.04,1.0,subject_level_split,val
sisfall_F09_SA02_R05,sisfall_SA02,SisFall,F09,F09,fall,50.0,2.5,5.5067,54.0023,159.5567,0.315758,1.793672,13.4725,1.06,1.0,subject_level_split,val
sisfall_F10_SA02_R01,sisfall_SA02,SisFall,F10,F10,fall,50.0,2.5,3.9261,38.502,81.254,0.179788,0.777051,13.6824,1.1,1.0,subject_level_split,val
sisfall_F10_SA02_R02,sisfall_SA02,SisFall,F10,F10,fall,50.0,2.5,2.9831,29.2545,61.7656,0.227626,2.277275,15.0075,0.9,0.0,subject_level_split,val
sisfall_F10_SA02_R03,sisfall_SA02,SisFall,F10,F10,fall,50.0,2.5,2.6626,26.1108,55.3349,0.121792,1.873167,13.471,1.22,0.0,subject_level_split,val
sisfall_F10_SA02_R04,sisfall_SA02,SisFall,F10,F10,fall,50.0,2.5,3.8402,37.6598,95.6915,0.189977,2.080837,13.3088,1.18,1.0,subject_level_split,val
sisfall_F10_SA02_R05,sisfall_SA02,SisFall,F10,F10,fall,50.0,2.5,4.7565,46.6456,122.0986,0.299003,1.195773,14.8234,1.14,1.0,subject_level_split,val
sisfall_F11_SA02_R01,sisfall_SA02,SisFall,F11,F11,fall,50.0,2.5,4.5384,44.5066,138.1991,0.198501,1.547718,14.4538,1.06,1.0,subject_level_split,val
sisfall_F11_SA02_R02,sisfall_SA02,SisFall,F11,F11,fall,50.0,2.5,3.2218,31.595,80.5171,0.135975,1.486206,13.3364,1.04,1.0,subject_level_split,val
sisfall_F11_SA02_R03,sisfall_SA02,SisFall,F11,F11,fall,50.0,2.5,5.1571,50.5743,155.8836,0.205183,1.531337,12.6638,1.08,1.0,subject_level_split,val
sisfall_F11_SA02_R04,sisfall_SA02,SisFall,F11,F11,fall,50.0,2.5,6.261,61.3994,226.387,0.310919,1.001214,12.7272,1.16,1.0,subject_level_split,val
sisfall_F11_SA02_R05,sisfall_SA02,SisFall,F11,F11,fall,50.0,2.5,4.634,45.4438,173.8533,0.221493,0.467563,12.8608,1.18,1.0,subject_level_split,val
sisfall_F12_SA02_R01,sisfall_SA02,SisFall,F12,F12,fall,50.0,2.5,4.6474,45.5757,115.1947,0.2074,1.136389,13.2549,1.06,1.0,subject_level_split,val
sisfall_F12_SA02_R02,sisfall_SA02,SisFall,F12,F12,fall,50.0,2.5,5.4533,53.4782,177.1616,0.26663,0.885325,14.0992,1.14,1.0,subject_level_split,val
sisfall_F12_SA02_R03,sisfall_SA02,SisFall,F12,F12,fall,50.0,2.5,7.3288,71.8711,313.0429,0.625006,1.643465,14.379,1.08,1.0,subject_level_split,val
sisfall_F12_SA02_R04,sisfall_SA02,SisFall,F12,F12,fall,50.0,2.5,5.5097,54.0321,139.5001,0.333255,1.762858,13.9696,1.0,1.0,subject_level_split,val
sisfall_F12_SA02_R05,sisfall_SA02,SisFall,F12,F12,fall,50.0,2.5,5.4765,53.7065,178.772,0.23776,1.342157,14.4869,1.08,1.0,subject_level_split,val
